transaction_id,date,store_id,product_id,customer_id,quantity,net_revenue
TXN-014057,2025-01-13,S004,P0006,CUST-00612,2,958.4
TXN-014058,2025-01-13,S004,P0007,CUST-00719,1,731.38
TXN-014059,2025-01-13,S004,P0008,CUST-00867,1,453.51
TXN-014060,2025-01-13,S004,P0009,CUST-01219,2,943.34
TXN-014061,2025-01-13,S004,P0010,CUST-01638,1,413.1
TXN-014062,2025-01-13,S005,P0001,CUST-00323,2,540.6
TXN-014063,2025-01-13,S005,P0002,CUST-01072,2,190.08
TXN-014064,2025-01-13,S005,P0003,CUST-00812,2,1261.98
TXN-014065,2025-01-13,S005,P0004,CUST-00850,1,312.32
TXN-014066,2025-01-13,S005,P0005,CUST-00229,3,1471.29
TXN-014067,2025-01-13,S005,P0006,CUST-00052,1,479.2
TXN-014068,2025-01-13,S005,P0008,CUST-01835,1,453.51
TXN-014069,2025-01-13,S005,P0009,CUST-00766,5,2358.35
TXN-014070,2025-01-13,S005,P0010,CUST-01068,1,413.1
TXN-014071,2025-01-14,S001,P0001,CUST-00778,1,270.3
TXN-014072,2025-01-14,S001,P0002,CUST-01783,2,190.08
TXN-014073,2025-01-14,S001,P0003,CUST-00122,1,630.99
TXN-014074,2025-01-14,S001,P0004,CUST-01367,2,624.64
TXN-014075,2025-01-14,S001,P0005,CUST-00554,3,1471.29
TXN-014076,2025-01-14,S001,P0006,CUST-01239,2,958.4
TXN-014077,2025-01-14,S001,P0008,CUST-01855,2,907.02
TXN-014078,2025-01-14,S002,P0001,CUST-00792,1,270.3
TXN-014079,2025-01-14,S002,P0003,CUST-00896,1,630.99
TXN-014080,2025-01-14,S002,P0004,CUST-01512,2,624.64
TXN-014081,2025-01-14,S002,P0005,CUST-00458,1,490.43
TXN-014082,2025-01-14,S002,P0007,CUST-00422,1,731.38
TXN-014083,2025-01-14,S002,P0008,CUST-01173,1,453.51
TXN-014084,2025-01-14,S002,P0009,CUST-00536,2,943.34
TXN-014085,2025-01-14,S003,P0002,CUST-00282,1,95.04
TXN-014086,2025-01-14,S003,P0003,CUST-00365,1,630.99
TXN-014087,2025-01-14,S003,P0004,CUST-00325,1,312.32
TXN-014088,2025-01-14,S003,P0008,CUST-00757,1,453.51
TXN-014089,2025-01-14,S003,P0009,CUST-00450,3,1415.01
TXN-014090,2025-01-14,S003,P0010,CUST-01736,2,826.2
TXN-014091,2025-01-14,S004,P0001,CUST-01170,3,810.9000000000001
TXN-014092,2025-01-14,S004,P0002,CUST-01013,1,95.04
TXN-014093,2025-01-14,S004,P0005,CUST-00282,2,980.86
TXN-014094,2025-01-14,S004,P0008,CUST-00676,2,907.02
TXN-014095,2025-01-14,S004,P0009,CUST-00841,1,471.67
TXN-014096,2025-01-14,S004,P0010,CUST-01496,3,1239.3000000000002
TXN-014097,2025-01-14,S005,P0001,CUST-00315,3,810.9000000000001
TXN-014098,2025-01-14,S005,P0002,CUST-01222,2,190.08
TXN-014099,2025-01-14,S005,P0003,CUST-00603,2,1261.98
TXN-014100,2025-01-14,S005,P0004,CUST-01444,3,936.96
TXN-014101,2025-01-14,S005,P0005,CUST-01271,4,1961.72
TXN-014102,2025-01-14,S005,P0006,CUST-00503,2,958.4
TXN-014103,2025-01-14,S005,P0007,CUST-01929,4,2925.52
TXN-014104,2025-01-14,S005,P0008,CUST-01675,2,907.02
TXN-014105,2025-01-14,S005,P0009,CUST-01676,1,471.67
TXN-014106,2025-01-15,S001,P0001,CUST-00165,1,270.3
TXN-014107,2025-01-15,S001,P0002,CUST-01325,2,190.08
TXN-014108,2025-01-15,S001,P0003,CUST-01321,2,1261.98
TXN-014109,2025-01-15,S001,P0004,CUST-01249,2,624.64
TXN-014110,2025-01-15,S001,P0005,CUST-00492,2,980.86
TXN-014111,2025-01-15,S001,P0006,CUST-00879,2,958.4
TXN-014112,2025-01-15,S001,P0007,CUST-01669,1,731.38
TXN-014113,2025-01-15,S001,P0008,CUST-00563,1,453.51
TXN-014114,2025-01-15,S001,P0009,CUST-01196,4,1886.68
TXN-014115,2025-01-15,S002,P0003,CUST-00736,1,630.99
TXN-014116,2025-01-15,S002,P0005,CUST-00279,4,1961.72
TXN-014117,2025-01-15,S002,P0007,CUST-00971,2,1462.76
TXN-014118,2025-01-15,S002,P0009,CUST-00743,2,943.34
TXN-014119,2025-01-15,S003,P0001,CUST-01019,1,270.3
TXN-014120,2025-01-15,S003,P0002,CUST-01896,4,380.16
TXN-014121,2025-01-15,S003,P0003,CUST-01150,3,1892.97
TXN-014122,2025-01-15,S003,P0004,CUST-00965,2,624.64
TXN-014123,2025-01-15,S003,P0005,CUST-00848,2,980.86
TXN-014124,2025-01-15,S003,P0006,CUST-01142,2,958.4
TXN-014125,2025-01-15,S003,P0007,CUST-00667,1,731.38
TXN-014126,2025-01-15,S003,P0008,CUST-00641,1,453.51
TXN-014127,2025-01-15,S003,P0009,CUST-01479,2,943.34
TXN-014128,2025-01-15,S003,P0010,CUST-01343,5,2065.5
TXN-014129,2025-01-15,S004,P0002,CUST-00609,3,285.12
TXN-014130,2025-01-15,S004,P0003,CUST-01805,1,630.99
TXN-014131,2025-01-15,S004,P0005,CUST-00669,4,1961.72
TXN-014132,2025-01-15,S004,P0008,CUST-01896,2,907.02
TXN-014133,2025-01-15,S004,P0009,CUST-01903,2,943.34
TXN-014134,2025-01-15,S005,P0002,CUST-00824,2,190.08
TXN-014135,2025-01-15,S005,P0005,CUST-00889,1,490.43
TXN-014136,2025-01-15,S005,P0007,CUST-01694,1,731.38
TXN-014137,2025-01-15,S005,P0010,CUST-01322,4,1652.4
TXN-014138,2025-01-16,S001,P0001,CUST-01443,1,270.3
TXN-014139,2025-01-16,S001,P0004,CUST-01847,2,624.64
TXN-014140,2025-01-16,S001,P0005,CUST-00147,4,1961.72
TXN-014141,2025-01-16,S001,P0006,CUST-01222,1,479.2
TXN-014142,2025-01-16,S001,P0007,CUST-01283,1,731.38
TXN-014143,2025-01-16,S001,P0008,CUST-01459,2,907.02
TXN-014144,2025-01-16,S001,P0009,CUST-00118,1,471.67
TXN-014145,2025-01-16,S001,P0010,CUST-01788,1,413.1
TXN-014146,2025-01-16,S002,P0002,CUST-00768,1,95.04
TXN-014147,2025-01-16,S002,P0004,CUST-01929,2,624.64
TXN-014148,2025-01-16,S002,P0005,CUST-00767,2,980.86
TXN-014149,2025-01-16,S002,P0007,CUST-01414,1,731.38
TXN-014150,2025-01-16,S002,P0008,CUST-00634,2,907.02
TXN-014151,2025-01-16,S002,P0009,CUST-00667,4,1886.68
TXN-014152,2025-01-16,S003,P0001,CUST-00124,1,270.3
TXN-014153,2025-01-16,S003,P0002,CUST-00318,1,95.04
TXN-014154,2025-01-16,S003,P0003,CUST-00219,1,630.99
TXN-014155,2025-01-16,S003,P0005,CUST-01906,4,1961.72
TXN-014156,2025-01-16,S003,P0009,CUST-01819,3,1415.01
TXN-014157,2025-01-16,S004,P0001,CUST-01727,1,270.3
TXN-014158,2025-01-16,S004,P0002,CUST-00537,1,95.04
TXN-014159,2025-01-16,S004,P0003,CUST-00762,2,1261.98
TXN-014160,2025-01-16,S004,P0004,CUST-01729,1,312.32
TXN-014161,2025-01-16,S004,P0005,CUST-01778,3,1471.29
TXN-014162,2025-01-16,S004,P0008,CUST-01261,2,907.02
TXN-014163,2025-01-16,S004,P0009,CUST-00243,2,943.34
TXN-014164,2025-01-16,S004,P0010,CUST-01640,1,413.1
TXN-014165,2025-01-16,S005,P0001,CUST-01013,4,1081.2
TXN-014166,2025-01-16,S005,P0002,CUST-00454,3,285.12
TXN-014167,2025-01-16,S005,P0005,CUST-00568,5,2452.15
TXN-014168,2025-01-16,S005,P0007,CUST-01562,3,2194.14
TXN-014169,2025-01-16,S005,P0009,CUST-01063,1,471.67
TXN-014170,2025-01-17,S001,P0001,CUST-01136,1,270.3
TXN-014171,2025-01-17,S001,P0002,CUST-01702,1,95.04
TXN-014172,2025-01-17,S001,P0003,CUST-00166,1,630.99
TXN-014173,2025-01-17,S001,P0005,CUST-00599,3,1471.29
TXN-014174,2025-01-17,S001,P0006,CUST-00643,1,479.2
TXN-014175,2025-01-17,S001,P0007,CUST-00576,2,1462.76
TXN-014176,2025-01-17,S001,P0008,CUST-00751,1,453.51
TXN-014177,2025-01-17,S001,P0009,CUST-01156,2,943.34
TXN-014178,2025-01-17,S002,P0001,CUST-01005,1,270.3
TXN-014179,2025-01-17,S002,P0002,CUST-01633,1,95.04
TXN-014180,2025-01-17,S002,P0003,CUST-01579,2,1261.98
TXN-014181,2025-01-17,S002,P0005,CUST-01017,3,1471.29
TXN-014182,2025-01-17,S002,P0006,CUST-00648,1,479.2
TXN-014183,2025-01-17,S002,P0007,CUST-01792,1,731.38
TXN-014184,2025-01-17,S002,P0008,CUST-00787,1,453.51
TXN-014185,2025-01-17,S002,P0010,CUST-01415,1,413.1
TXN-014186,2025-01-17,S003,P0001,CUST-01642,4,1081.2
TXN-014187,2025-01-17,S003,P0002,CUST-01464,3,285.12
TXN-014188,2025-01-17,S003,P0003,CUST-00488,1,630.99
TXN-014189,2025-01-17,S003,P0005,CUST-01483,6,2942.58
TXN-014190,2025-01-17,S003,P0006,CUST-01549,1,479.2
TXN-014191,2025-01-17,S003,P0007,CUST-01721,1,731.38
TXN-014192,2025-01-17,S003,P0009,CUST-01154,3,1415.01
TXN-014193,2025-01-17,S004,P0003,CUST-00113,2,1261.98
TXN-014194,2025-01-17,S004,P0004,CUST-00550,1,312.32
TXN-014195,2025-01-17,S004,P0007,CUST-01670,2,1462.76
TXN-014196,2025-01-17,S004,P0008,CUST-01918,2,907.02
TXN-014197,2025-01-17,S004,P0009,CUST-01813,3,1415.01
TXN-014198,2025-01-17,S004,P0010,CUST-01553,3,1239.3000000000002
TXN-014199,2025-01-17,S005,P0001,CUST-01652,1,270.3
TXN-014200,2025-01-17,S005,P0005,CUST-00056,1,490.43
TXN-014201,2025-01-17,S005,P0007,CUST-01119,1,731.38
TXN-014202,2025-01-18,S001,P0001,CUST-00113,2,540.6
TXN-014203,2025-01-18,S001,P0002,CUST-00567,1,95.04
TXN-014204,2025-01-18,S001,P0003,CUST-01319,1,630.99
TXN-014205,2025-01-18,S001,P0004,CUST-01918,2,624.64
TXN-014206,2025-01-18,S001,P0005,CUST-01061,2,980.86
TXN-014207,2025-01-18,S001,P0008,CUST-00128,2,907.02
TXN-014208,2025-01-18,S001,P0009,CUST-00801,2,943.34
TXN-014209,2025-01-18,S002,P0001,CUST-01339,3,810.9000000000001
TXN-014210,2025-01-18,S002,P0002,CUST-00831,2,190.08
TXN-014211,2025-01-18,S002,P0003,CUST-01776,1,630.99
TXN-014212,2025-01-18,S002,P0004,CUST-00184,1,312.32
TXN-014213,2025-01-18,S002,P0005,CUST-01136,2,980.86
TXN-014214,2025-01-18,S002,P0008,CUST-00467,1,453.51
TXN-014215,2025-01-18,S002,P0009,CUST-01907,1,471.67
TXN-014216,2025-01-18,S002,P0010,CUST-01551,1,413.1
TXN-014217,2025-01-18,S003,P0002,CUST-01212,1,95.04
TXN-014218,2025-01-18,S003,P0005,CUST-01872,5,2452.15
TXN-014219,2025-01-18,S003,P0007,CUST-01273,1,731.38
TXN-014220,2025-01-18,S003,P0008,CUST-00161,1,453.51
TXN-014221,2025-01-18,S003,P0009,CUST-00942,3,1415.01
TXN-014222,2025-01-18,S003,P0010,CUST-01174,1,413.1
TXN-014223,2025-01-18,S004,P0002,CUST-01497,1,95.04
TXN-014224,2025-01-18,S004,P0003,CUST-01847,1,630.99
TXN-014225,2025-01-18,S004,P0005,CUST-01855,2,980.86
TXN-014226,2025-01-18,S004,P0006,CUST-01238,2,958.4
TXN-014227,2025-01-18,S004,P0008,CUST-00489,1,453.51
TXN-014228,2025-01-18,S004,P0009,CUST-01127,2,943.34
TXN-014229,2025-01-18,S005,P0001,CUST-01396,3,810.9000000000001
TXN-014230,2025-01-18,S005,P0002,CUST-01168,3,285.12
TXN-014231,2025-01-18,S005,P0004,CUST-01107,1,312.32
TXN-014232,2025-01-18,S005,P0005,CUST-01311,3,1471.29
TXN-014233,2025-01-18,S005,P0007,CUST-00038,2,1462.76
TXN-014234,2025-01-18,S005,P0008,CUST-00504,2,907.02
TXN-014235,2025-01-18,S005,P0009,CUST-01438,3,1415.01
TXN-014236,2025-01-18,S005,P0010,CUST-01228,1,413.1
TXN-014237,2025-01-19,S001,P0001,CUST-00942,4,1081.2
TXN-014238,2025-01-19,S001,P0003,CUST-00419,1,630.99
TXN-014239,2025-01-19,S001,P0005,CUST-00550,1,490.43
TXN-014240,2025-01-19,S001,P0006,CUST-01294,1,479.2
TXN-014241,2025-01-19,S001,P0008,CUST-00753,1,453.51
TXN-014242,2025-01-19,S001,P0009,CUST-00983,3,1415.01
TXN-014243,2025-01-19,S001,P0010,CUST-01994,1,413.1
TXN-014244,2025-01-19,S002,P0001,CUST-00778,2,540.6
TXN-014245,2025-01-19,S002,P0002,CUST-01641,1,95.04
TXN-014246,2025-01-19,S002,P0005,CUST-00821,2,980.86
TXN-014247,2025-01-19,S002,P0009,CUST-00439,4,1886.68
TXN-014248,2025-01-19,S002,P0010,CUST-00183,1,413.1
TXN-014249,2025-01-19,S003,P0001,CUST-00361,2,540.6
TXN-014250,2025-01-19,S003,P0002,CUST-01102,3,285.12
TXN-014251,2025-01-19,S003,P0003,CUST-00796,1,630.99
TXN-014252,2025-01-19,S003,P0004,CUST-01710,1,312.32
TXN-014253,2025-01-19,S003,P0005,CUST-00799,3,1471.29
TXN-014254,2025-01-19,S003,P0008,CUST-00612,2,907.02
TXN-014255,2025-01-19,S003,P0009,CUST-00961,1,471.67
TXN-014256,2025-01-19,S003,P0010,CUST-00719,2,826.2
TXN-014257,2025-01-19,S004,P0001,CUST-01601,3,810.9000000000001
TXN-014258,2025-01-19,S004,P0002,CUST-00163,1,95.04
TXN-014259,2025-01-19,S004,P0003,CUST-00566,1,630.99
TXN-014260,2025-01-19,S004,P0004,CUST-01513,1,312.32
TXN-014261,2025-01-19,S004,P0005,CUST-01778,2,980.86
TXN-014262,2025-01-19,S004,P0007,CUST-01165,2,1462.76
TXN-014263,2025-01-19,S004,P0008,CUST-00982,1,453.51
TXN-014264,2025-01-19,S004,P0009,CUST-01170,1,471.67
TXN-014265,2025-01-19,S004,P0010,CUST-00985,2,826.2
TXN-014266,2025-01-19,S005,P0002,CUST-00624,1,95.04
TXN-014267,2025-01-19,S005,P0003,CUST-00491,3,1892.97
TXN-014268,2025-01-19,S005,P0005,CUST-00041,4,1961.72
TXN-014269,2025-01-19,S005,P0006,CUST-00639,2,958.4
TXN-014270,2025-01-19,S005,P0008,CUST-00669,1,453.51
TXN-014271,2025-01-19,S005,P0009,CUST-01712,3,1415.01
TXN-014272,2025-01-19,S005,P0010,CUST-00045,2,826.2
TXN-014273,2025-01-20,S001,P0001,CUST-01400,3,810.9000000000001
TXN-014274,2025-01-20,S001,P0002,CUST-00426,2,190.08
TXN-014275,2025-01-20,S001,P0005,CUST-01829,3,1471.29
TXN-014276,2025-01-20,S001,P0007,CUST-01224,1,731.38
TXN-014277,2025-01-20,S001,P0008,CUST-01931,3,1360.53
TXN-014278,2025-01-20,S001,P0009,CUST-00500,3,1415.01
TXN-014279,2025-01-20,S002,P0001,CUST-01014,3,810.9000000000001
TXN-014280,2025-01-20,S002,P0002,CUST-00760,4,380.16
TXN-014281,2025-01-20,S002,P0003,CUST-01566,3,1892.97
TXN-014282,2025-01-20,S002,P0004,CUST-00195,1,312.32
TXN-014283,2025-01-20,S002,P0005,CUST-01516,2,980.86
TXN-014284,2025-01-20,S002,P0006,CUST-00283,1,479.2
TXN-014285,2025-01-20,S002,P0007,CUST-00285,1,731.38
TXN-014286,2025-01-20,S002,P0008,CUST-00188,1,453.51
TXN-014287,2025-01-20,S002,P0009,CUST-00845,3,1415.01
TXN-014288,2025-01-20,S002,P0010,CUST-00518,1,413.1
TXN-014289,2025-01-20,S003,P0002,CUST-00013,1,95.04
TXN-014290,2025-01-20,S003,P0005,CUST-01375,5,2452.15
TXN-014291,2025-01-20,S003,P0006,CUST-01294,1,479.2
TXN-014292,2025-01-20,S003,P0008,CUST-00987,2,907.02
TXN-014293,2025-01-20,S003,P0009,CUST-01659,2,943.34
TXN-014294,2025-01-20,S004,P0002,CUST-00698,3,285.12
TXN-014295,2025-01-20,S004,P0003,CUST-01645,2,1261.98
TXN-014296,2025-01-20,S004,P0004,CUST-01685,3,936.96
TXN-014297,2025-01-20,S004,P0007,CUST-00135,1,731.38
TXN-014298,2025-01-20,S004,P0008,CUST-00766,3,1360.53
TXN-014299,2025-01-20,S004,P0009,CUST-00627,2,943.34
TXN-014300,2025-01-20,S005,P0001,CUST-01756,3,810.9000000000001
TXN-014301,2025-01-20,S005,P0002,CUST-01202,1,95.04
TXN-014302,2025-01-20,S005,P0003,CUST-01202,1,630.99
TXN-014303,2025-01-20,S005,P0004,CUST-00923,1,312.32
TXN-014304,2025-01-20,S005,P0005,CUST-00220,1,490.43
TXN-014305,2025-01-20,S005,P0007,CUST-01836,1,731.38
TXN-014306,2025-01-20,S005,P0008,CUST-00984,2,907.02
TXN-014307,2025-01-20,S005,P0009,CUST-01521,1,471.67
TXN-014308,2025-01-21,S001,P0001,CUST-00113,1,270.3
TXN-014309,2025-01-21,S001,P0002,CUST-00898,1,95.04
TXN-014310,2025-01-21,S001,P0003,CUST-00883,2,1261.98
TXN-014311,2025-01-21,S001,P0004,CUST-00303,1,312.32
TXN-014312,2025-01-21,S001,P0005,CUST-01721,3,1471.29
TXN-014313,2025-01-21,S001,P0007,CUST-01474,2,1462.76
TXN-014314,2025-01-21,S001,P0008,CUST-01398,2,907.02
TXN-014315,2025-01-21,S001,P0009,CUST-00650,2,943.34
TXN-014316,2025-01-21,S001,P0010,CUST-01378,1,413.1
TXN-014317,2025-01-21,S002,P0001,CUST-01800,1,270.3
TXN-014318,2025-01-21,S002,P0002,CUST-00144,1,95.04
TXN-014319,2025-01-21,S002,P0003,CUST-00304,1,630.99
TXN-014320,2025-01-21,S002,P0005,CUST-01139,2,980.86
TXN-014321,2025-01-21,S002,P0007,CUST-00610,1,731.38
TXN-014322,2025-01-21,S002,P0008,CUST-00809,1,453.51
TXN-014323,2025-01-21,S002,P0010,CUST-01925,4,1652.4
TXN-014324,2025-01-21,S003,P0001,CUST-00643,1,270.3
TXN-014325,2025-01-21,S003,P0002,CUST-01465,2,190.08
TXN-014326,2025-01-21,S003,P0003,CUST-01202,2,1261.98
TXN-014327,2025-01-21,S003,P0005,CUST-00833,5,2452.15
TXN-014328,2025-01-21,S003,P0007,CUST-01580,1,731.38
TXN-014329,2025-01-21,S003,P0008,CUST-00350,1,453.51
TXN-014330,2025-01-21,S003,P0009,CUST-00621,2,943.34
TXN-014331,2025-01-21,S004,P0001,CUST-01059,3,810.9000000000001
TXN-014332,2025-01-21,S004,P0002,CUST-01212,1,95.04
TXN-014333,2025-01-21,S004,P0003,CUST-01014,1,630.99
TXN-014334,2025-01-21,S004,P0004,CUST-01275,1,312.32
TXN-014335,2025-01-21,S004,P0005,CUST-00270,1,490.43
TXN-014336,2025-01-21,S004,P0007,CUST-00686,4,2925.52
TXN-014337,2025-01-21,S004,P0008,CUST-00370,2,907.02
TXN-014338,2025-01-21,S004,P0009,CUST-00230,2,943.34
TXN-014339,2025-01-21,S005,P0001,CUST-01993,1,270.3
TXN-014340,2025-01-21,S005,P0003,CUST-00679,1,630.99
TXN-014341,2025-01-21,S005,P0004,CUST-01433,1,312.32
TXN-014342,2025-01-21,S005,P0005,CUST-01425,3,1471.29
TXN-014343,2025-01-21,S005,P0007,CUST-00919,1,731.38
TXN-014344,2025-01-21,S005,P0008,CUST-01519,1,453.51
TXN-014345,2025-01-21,S005,P0009,CUST-01197,1,471.67
TXN-014346,2025-01-22,S001,P0001,CUST-01203,3,810.9000000000001
TXN-014347,2025-01-22,S001,P0002,CUST-01612,1,95.04
TXN-014348,2025-01-22,S001,P0003,CUST-00937,2,1261.98
TXN-014349,2025-01-22,S001,P0005,CUST-01826,2,980.86
TXN-014350,2025-01-22,S001,P0006,CUST-01487,1,479.2
TXN-014351,2025-01-22,S001,P0007,CUST-00333,1,731.38
TXN-014352,2025-01-22,S001,P0009,CUST-00174,2,943.34
TXN-014353,2025-01-22,S001,P0010,CUST-01270,2,826.2
TXN-014354,2025-01-22,S002,P0001,CUST-00042,1,270.3
TXN-014355,2025-01-22,S002,P0002,CUST-01183,1,95.04
TXN-014356,2025-01-22,S002,P0003,CUST-00965,2,1261.98
TXN-014357,2025-01-22,S002,P0005,CUST-00856,2,980.86
TXN-014358,2025-01-22,S002,P0007,CUST-00979,1,731.38
TXN-014359,2025-01-22,S002,P0008,CUST-00325,2,907.02
TXN-014360,2025-01-22,S002,P0010,CUST-00918,3,1239.3000000000002
TXN-014361,2025-01-22,S003,P0001,CUST-00503,3,810.9000000000001
TXN-014362,2025-01-22,S003,P0002,CUST-00747,4,380.16
TXN-014363,2025-01-22,S003,P0003,CUST-00859,2,1261.98
TXN-014364,2025-01-22,S003,P0005,CUST-00304,2,980.86
TXN-014365,2025-01-22,S003,P0008,CUST-01107,2,907.02
TXN-014366,2025-01-22,S003,P0009,CUST-01246,1,471.67
TXN-014367,2025-01-22,S003,P0010,CUST-01963,2,826.2
TXN-014368,2025-01-22,S004,P0001,CUST-01245,1,270.3
TXN-014369,2025-01-22,S004,P0002,CUST-00816,1,95.04
TXN-014370,2025-01-22,S004,P0003,CUST-01745,3,1892.97
TXN-014371,2025-01-22,S004,P0005,CUST-01101,2,980.86
TXN-014372,2025-01-22,S004,P0006,CUST-00673,1,479.2
TXN-014373,2025-01-22,S004,P0007,CUST-00403,2,1462.76
TXN-014374,2025-01-22,S004,P0008,CUST-00280,2,907.02
TXN-014375,2025-01-22,S004,P0009,CUST-01911,1,471.67
TXN-014376,2025-01-22,S004,P0010,CUST-01366,2,826.2
TXN-014377,2025-01-22,S005,P0001,CUST-01328,1,270.3
TXN-014378,2025-01-22,S005,P0005,CUST-01700,5,2452.15
TXN-014379,2025-01-22,S005,P0007,CUST-00488,1,731.38
TXN-014380,2025-01-22,S005,P0008,CUST-00185,2,907.02
TXN-014381,2025-01-22,S005,P0009,CUST-01838,2,943.34
TXN-014382,2025-01-22,S005,P0010,CUST-01979,1,413.1
TXN-014383,2025-01-23,S001,P0001,CUST-01639,1,270.3
TXN-014384,2025-01-23,S001,P0002,CUST-01606,1,95.04
TXN-014385,2025-01-23,S001,P0003,CUST-00071,1,630.99
TXN-014386,2025-01-23,S001,P0004,CUST-01942,1,312.32
TXN-014387,2025-01-23,S001,P0005,CUST-00123,2,980.86
TXN-014388,2025-01-23,S001,P0007,CUST-01092,2,1462.76
TXN-014389,2025-01-23,S001,P0008,CUST-00014,2,907.02
TXN-014390,2025-01-23,S001,P0009,CUST-00198,3,1415.01
TXN-014391,2025-01-23,S002,P0001,CUST-01150,1,270.3
TXN-014392,2025-01-23,S002,P0002,CUST-01694,4,380.16
TXN-014393,2025-01-23,S002,P0003,CUST-00784,3,1892.97
TXN-014394,2025-01-23,S002,P0005,CUST-00606,1,490.43
TXN-014395,2025-01-23,S002,P0008,CUST-01269,1,453.51
TXN-014396,2025-01-23,S002,P0009,CUST-01704,1,471.67
TXN-014397,2025-01-23,S002,P0010,CUST-00140,2,826.2
TXN-014398,2025-01-23,S003,P0001,CUST-00642,2,540.6
TXN-014399,2025-01-23,S003,P0002,CUST-01397,3,285.12
TXN-014400,2025-01-23,S003,P0003,CUST-01989,1,630.99
TXN-014401,2025-01-23,S003,P0004,CUST-01712,2,624.64
TXN-014402,2025-01-23,S003,P0005,CUST-00673,2,980.86
TXN-014403,2025-01-23,S003,P0007,CUST-01675,1,731.38
TXN-014404,2025-01-23,S003,P0009,CUST-01050,2,943.34
TXN-014405,2025-01-23,S004,P0002,CUST-01014,2,190.08
TXN-014406,2025-01-23,S004,P0003,CUST-00735,1,630.99
TXN-014407,2025-01-23,S004,P0005,CUST-01072,3,1471.29
TXN-014408,2025-01-23,S004,P0006,CUST-01623,1,479.2
TXN-014409,2025-01-23,S004,P0007,CUST-00816,1,731.38
TXN-014410,2025-01-23,S004,P0008,CUST-01538,1,453.51
TXN-014411,2025-01-23,S004,P0010,CUST-01261,1,413.1
TXN-014412,2025-01-23,S005,P0001,CUST-00087,1,270.3
TXN-014413,2025-01-23,S005,P0002,CUST-01816,2,190.08
TXN-014414,2025-01-23,S005,P0003,CUST-01588,1,630.99
TXN-014415,2025-01-23,S005,P0004,CUST-01025,1,312.32
TXN-014416,2025-01-23,S005,P0005,CUST-00676,2,980.86
TXN-014417,2025-01-23,S005,P0009,CUST-01004,2,943.34
TXN-014418,2025-01-23,S005,P0010,CUST-01940,2,826.2
TXN-014419,2025-01-24,S001,P0001,CUST-01089,4,1081.2
TXN-014420,2025-01-24,S001,P0002,CUST-01135,1,95.04
TXN-014421,2025-01-24,S001,P0003,CUST-00147,2,1261.98
TXN-014422,2025-01-24,S001,P0005,CUST-01438,2,980.86
TXN-014423,2025-01-24,S001,P0008,CUST-01387,1,453.51
TXN-014424,2025-01-24,S001,P0009,CUST-00190,4,1886.68
TXN-014425,2025-01-24,S001,P0010,CUST-01167,1,413.1
TXN-014426,2025-01-24,S002,P0001,CUST-01590,1,270.3
TXN-014427,2025-01-24,S002,P0002,CUST-00863,3,285.12
TXN-014428,2025-01-24,S002,P0005,CUST-00361,3,1471.29
TXN-014429,2025-01-24,S002,P0006,CUST-00773,2,958.4
TXN-014430,2025-01-24,S002,P0008,CUST-00136,2,907.02
TXN-014431,2025-01-24,S002,P0009,CUST-01823,1,471.67
TXN-014432,2025-01-24,S003,P0001,CUST-01382,1,270.3
TXN-014433,2025-01-24,S003,P0003,CUST-01236,1,630.99
TXN-014434,2025-01-24,S003,P0005,CUST-01068,1,490.43
TXN-014435,2025-01-24,S003,P0007,CUST-00672,2,1462.76
TXN-014436,2025-01-24,S003,P0009,CUST-01965,1,471.67
TXN-014437,2025-01-24,S003,P0010,CUST-01161,1,413.1
TXN-014438,2025-01-24,S004,P0002,CUST-01450,1,95.04
TXN-014439,2025-01-24,S004,P0003,CUST-01806,1,630.99
TXN-014440,2025-01-24,S004,P0005,CUST-01131,4,1961.72
TXN-014441,2025-01-24,S004,P0006,CUST-00719,1,479.2
TXN-014442,2025-01-24,S004,P0007,CUST-01397,1,731.38
TXN-014443,2025-01-24,S004,P0008,CUST-00109,2,907.02
TXN-014444,2025-01-24,S004,P0009,CUST-00364,2,943.34
TXN-014445,2025-01-24,S004,P0010,CUST-00433,1,413.1
TXN-014446,2025-01-24,S005,P0001,CUST-01090,1,270.3
TXN-014447,2025-01-24,S005,P0002,CUST-00391,4,380.16
TXN-014448,2025-01-24,S005,P0003,CUST-00725,1,630.99
TXN-014449,2025-01-24,S005,P0005,CUST-00520,3,1471.29
TXN-014450,2025-01-24,S005,P0007,CUST-01063,3,2194.14
TXN-014451,2025-01-24,S005,P0009,CUST-00146,3,1415.01
TXN-014452,2025-01-24,S005,P0010,CUST-00136,2,826.2
TXN-014453,2025-01-25,S001,P0001,CUST-00152,2,540.6
TXN-014454,2025-01-25,S001,P0002,CUST-01976,2,190.08
TXN-014455,2025-01-25,S001,P0003,CUST-01496,3,1892.97
TXN-014456,2025-01-25,S001,P0004,CUST-01634,1,312.32
TXN-014457,2025-01-25,S001,P0005,CUST-01391,4,1961.72
TXN-014458,2025-01-25,S001,P0008,CUST-00686,2,907.02
TXN-014459,2025-01-25,S001,P0009,CUST-01260,1,471.67
TXN-014460,2025-01-25,S001,P0010,CUST-00790,4,1652.4
TXN-014461,2025-01-25,S002,P0003,CUST-00726,1,630.99
TXN-014462,2025-01-25,S002,P0005,CUST-00108,3,1471.29
